step,loss,entropy,neurons
140,0.20488241314888,0.5711542963981628,8
141,0.20487967133522034,0.571408748626709,8
142,0.20487967133522034,0.5716148018836975,8
143,0.20487935841083527,0.571266770362854,8
144,0.20488134026527405,0.5712995529174805,8
145,0.20487995445728302,0.5711540579795837,8
146,0.204879030585289,0.5709488987922668,8
147,0.20488309860229492,0.5711501836776733,8
148,0.20488226413726807,0.570429801940918,8
149,0.20488128066062927,0.5705775022506714,8
150,0.20488032698631287,0.570467472076416,8
151,0.20487889647483826,0.5706069469451904,8
152,0.2048799842596054,0.5705680847167969,8
153,0.20488396286964417,0.5700996518135071,8
154,0.2048834264278412,0.5707691311836243,8
155,0.2048816829919815,0.570252537727356,8
156,0.20488446950912476,0.5697997212409973,8
157,0.2048892378807068,0.5705443620681763,8
158,0.20487987995147705,0.5698063969612122,8
159,0.20488089323043823,0.5697041153907776,8
160,0.20488683879375458,0.5702387094497681,8
161,0.2048833817243576,0.5695412158966064,8
162,0.20487892627716064,0.5699242353439331,8
163,0.2048790603876114,0.5699329972267151,8
164,0.2048817127943039,0.5695107579231262,8
165,0.20488303899765015,0.5700193047523499,8
166,0.20487987995147705,0.5695461630821228,8
167,0.20487907528877258,0.5697126388549805,8
168,0.20487913489341736,0.5695751309394836,8
169,0.20487943291664124,0.5698617100715637,8
170,0.20487819612026215,0.569645881652832,8
171,0.2048788070678711,0.5694552063941956,8
172,0.2048783153295517,0.5696135759353638,8
173,0.20487889647483826,0.5694631338119507,8
174,0.20488601922988892,0.5688026547431946,8
175,0.2048870027065277,0.5695889592170715,8
176,0.20487941801548004,0.5689842700958252,8
177,0.20487813651561737,0.5690908432006836,8
178,0.20488451421260834,0.5694847702980042,8
179,0.20490142703056335,0.5681841969490051,8
180,0.20488671958446503,0.5694573521614075,8
181,0.2048822045326233,0.5687146782875061,8
182,0.20487982034683228,0.5688311457633972,8
183,0.20488527417182922,0.5693555474281311,8
184,0.20488494634628296,0.5684899687767029,8
185,0.20488083362579346,0.56899094581604,8
186,0.2048790603876114,0.5689211487770081,8
187,0.20488399267196655,0.5684593319892883,8
188,0.20488899946212769,0.5692409873008728,8
189,0.2048821896314621,0.5686407685279846,8
190,0.20488594472408295,0.5683606863021851,8
191,0.20489227771759033,0.5694072842597961,8
192,0.2048875242471695,0.5681914687156677,8
193,0.20488226413726807,0.5683456063270569,8
194,0.20489071309566498,0.5691636800765991,8
195,0.20489108562469482,0.5679442286491394,8
196,0.20488110184669495,0.5686327815055847,8
197,0.20488397777080536,0.5688944458961487,8
198,0.20488914847373962,0.5679166316986084,8
199,0.20488692820072174,0.5686303377151489,8
